DOI,Citations
https://doi.org/10.1145/3458817.3476179,8
https://doi.org/10.1145/3458817.3476171,4
https://doi.org/10.1145/3458817.3476145,22
https://doi.org/10.1145/3458817.3480854,2
https://doi.org/10.1145/3458817.3476151,0
https://doi.org/10.1145/3458817.3476137,5
https://doi.org/10.1145/3458817.3476153,4
https://doi.org/10.1145/3458817.3476142,11
https://doi.org/10.1145/3458817.3480855,13
https://doi.org/10.1145/3458817.3476221,4
https://doi.org/10.1145/3458817.3476208,6
https://doi.org/10.1145/3458817.3476212,2
https://doi.org/10.1145/3458817.3476218,4
https://doi.org/10.1145/3458817.3476222,6
https://doi.org/10.1145/3458817.3476210,16
https://doi.org/10.1145/3458817.3480859,7
https://doi.org/10.1145/3458817.3476211,32
https://doi.org/10.1145/3458817.3480858,5
https://doi.org/10.1145/3458817.3476138,5
https://doi.org/10.1145/3458817.3476182,7
https://doi.org/10.1145/3458817.3476159,3
https://doi.org/10.1145/3458817.3476139,1
https://doi.org/10.1145/3458817.3480852,2
https://doi.org/10.1145/3458817.3476146,1
https://doi.org/10.1145/3458817.3476186,8
https://doi.org/10.1145/3458817.3476143,19
https://doi.org/10.1145/3458817.3476213,1
https://doi.org/10.1145/3458817.3476181,16
https://doi.org/10.1145/3458817.3476194,3
https://doi.org/10.1145/3458817.3476203,3
https://doi.org/10.1145/3458817.3476157,17
https://doi.org/10.1145/3458817.3476164,4
https://doi.org/10.1145/3458817.3480857,2
https://doi.org/10.1145/3458817.3476141,0
https://doi.org/10.1145/3458817.3476206,5
https://doi.org/10.1145/3458817.3476162,2
https://doi.org/10.1145/3458817.3476156,4
https://doi.org/10.1145/3458817.3476202,1
https://doi.org/10.1145/3458817.3476172,10
https://doi.org/10.1145/3458817.3476177,8
https://doi.org/10.1145/3458817.3476223,40
https://doi.org/10.1145/3458817.3476224,3
https://doi.org/10.1145/3458817.3476184,10
https://doi.org/10.1145/3458817.3476173,10
https://doi.org/10.1145/3458817.3476163,1
https://doi.org/10.1145/3458817.3476166,1
https://doi.org/10.1145/3458817.3476167,7
https://doi.org/10.1145/3458817.3476195,7
https://doi.org/10.1145/3458817.3476169,6
https://doi.org/10.1145/3458817.3476161,11
https://doi.org/10.1145/3458817.3476168,5
https://doi.org/10.1145/3458817.3476191,4
https://doi.org/10.1145/3458817.3476154,2
https://doi.org/10.1145/3458817.3476199,0
https://doi.org/10.1145/3458817.3487399,46
https://doi.org/10.1145/3458817.3476225,8
https://doi.org/10.1145/3458817.3476183,3
https://doi.org/10.1145/3458817.3476155,8
https://doi.org/10.1145/3458817.3480856,27
https://doi.org/10.1145/3458817.3476190,3
https://doi.org/10.1145/3458817.3476165,11
https://doi.org/10.1145/3458817.3476180,8
https://doi.org/10.1145/3458817.3476185,3
https://doi.org/10.1145/3458817.3476209,66
https://doi.org/10.1145/3458817.3487400,14
https://doi.org/10.1145/3458817.3476140,0
https://doi.org/10.1145/3458817.3476216,7
https://doi.org/10.1145/3458817.3476152,6
https://doi.org/10.1145/3458817.3476187,5
https://doi.org/10.1145/3458817.3476147,4
https://doi.org/10.1145/3458817.3476205,48
https://doi.org/10.1145/3458817.3480853,7
https://doi.org/10.1145/3458817.3476198,3
https://doi.org/10.1145/3458817.3476220,5
https://doi.org/10.1145/3458817.3476150,4
https://doi.org/10.1145/3458817.3476178,13
https://doi.org/10.1145/3458817.3476174,9
https://doi.org/10.1145/3458817.3476160,2
https://doi.org/10.1145/3458817.3487402,7
https://doi.org/10.1145/3458817.3487397,44
https://doi.org/10.1145/3458817.3476188,10
https://doi.org/10.1145/3458817.3476197,6
https://doi.org/10.1145/3458817.3476175,2
https://doi.org/10.1145/3458817.3476207,0
https://doi.org/10.1145/3458817.3476200,7
https://doi.org/10.1145/3458817.3476193,7
https://doi.org/10.1145/3458817.3476144,1
https://doi.org/10.1145/3458817.3476192,0
https://doi.org/10.1145/3458817.3476204,6
https://doi.org/10.1145/3458817.3476196,4
https://doi.org/10.1145/3458817.3476189,3
https://doi.org/10.1145/3458817.3476214,8
https://doi.org/10.1145/3458817.3487398,7
https://doi.org/10.1145/3458817.3476217,12
https://doi.org/10.1145/3458817.3487401,2
https://doi.org/10.1145/3458817.3476149,3
https://doi.org/10.1145/3458817.3476170,2
https://doi.org/10.1145/3458817.3476201,2
https://doi.org/10.1145/3458817.3476219,5
https://doi.org/10.1145/3458817.3476215,19
https://doi.org/10.1145/3458817.3476148,1
https://doi.org/10.1145/3458817.3476158,11
https://doi.org/10.1145/3458817.3476176,11
https://doi.org/10.1145/3458817.3480958,25
https://doi.org/10.1145/3458817,0
